work_order_id,component_number,equipment_number,component_category,comment,users,created_at,scheduled_start_date,scheduled_completion_date,started_at,estimated_hours,actual_hours,finished_at,actual_start_date,status,priority,was_planned_maintenance,did_require_shutdown,activity_type
3278081,PV1-1123-TRH0434-ACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,REPLACE TORQUE CONVERTER FOR LEAK IN THE YOKE OF DEPARTURE,30796,25-May-16,03-Jun-16,03-Jun-16,06-03-16 10:42,1,2,03-Jun-16,03-Jun-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3278119,PV1-1123-TRH0434-FIRE,434,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 434,MAKING TWO HOSE CONVERTER,30796,25-May-16,03-Jun-16,03-Jun-16,06-03-16 11:54,2,2,03-Jun-16,03-Jun-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3278210,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,INSPECTION A / C AT 250 PM HRS,36886,25-May-16,19-Jun-16,19-Jun-16,6/19/2016 11:23,2,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,IN-Inspection
3278324,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,RED FIRE INSPECTION SYSTEM AFEX (PM 250 HRS),37815,25-May-16,13-Sep-16,13-Sep-16,9/13/2016 15:55,2,NULL,30-Aug-16,30-Aug-16,Complete,1 - Due less than 7 days,N,Required,RP-Repair
3279546,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,INSPECTION IN PREVENTIVE MAINTENANCE TIRES,37814,26-May-16,26-May-16,26-May-16,5/26/2016 17:36,2,4,26-May-16,26-May-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3279583,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,SEAL CHANGE THE REAR ¥ ciguë.,37814,26-May-16,26-May-16,26-May-16,5/26/2016 22:00,1,20,27-May-16,26-May-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3280626,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,BROKEN SCREW REMOVED PIN UPPER RIGHT SIDE.,37814,27-May-16,27-May-16,27-May-16,5/27/2016 3:11,2,2,27-May-16,27-May-16,Closed,1 - Due less than 7 days,N,Required,SR-Service
3280774,PV1-1123-TRH0434-DTS-BP,434,BRAKE PARK DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,INSTALL KEY.,26123,27-May-16,27-May-16,27-May-16,5/27/2016 9:27,2,2,27-May-16,27-May-16,Closed,0 - Immediate,N,Required,SR-Service
3280775,PV1-1123-TRH0434-IMP,434,IMPLEMENTS SYSTEM HAULTRUCK CATERPILLAR 789D 434,GREASE HOSE PRODUCE.,26123,27-May-16,27-May-16,27-May-16,5/27/2016 9:32,2,7,27-May-16,27-May-16,Closed,0 - Immediate,N,Required,SR-Service
3280948,PV1-1123-TRH0434-DTS-TC,434,TORQUE CONVERTER DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,LEAK CORRECTION FOR SUPPLY TANK BRAKE HOSE,31335,27-May-16,27-May-16,27-May-16,5/27/2016 14:47,2,14,27-May-16,27-May-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3288131,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,BASE REPAIR CYLINDER LOCK HOPPER LIFTING RIGHT SIDE.,36886,31-May-16,18-Jun-16,19-Jun-16,6/18/2016 18:00,24,15,26-Jun-16,25-Jun-16,Closed,3 - Due less than 30 days,Y,Required,RE-Replace
3295525,PV1-1123-TRH0434-HYS-CSTEER-L,434,CYLINDER STEERING LEFT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,MAKE TWO HOSE CONVERTER according to sample. ITCO,32468,04-Jun-16,19-Jun-16,19-Jun-16,6/19/2016 8:00,16,16,19-Jun-16,19-Jun-16,Closed,3 - Due less than 30 days,Y,Required,RE-Replace
3295534,PV1-1123-TRH0434-HYS-CSTEER-R,434,CYLINDER STEERING RIGHT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,TIRE CHANGE 1 AND 2 FOR ROTATION,32468,04-Jun-16,19-Jun-16,20-Jun-16,6/19/2016 18:00,16,16,20-Jun-16,19-Jun-16,Closed,3 - Due less than 30 days,Y,Required,RE-Replace
3295537,PV1-1123-TRH0434-FRM-CAB,434,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,PM FINDS - CHANGE DIRECTION LEFT CYLINDER LEAK IN N2,32468,04-Jun-16,05-Dec-16,05-Dec-16,12-05-16 12:06,4,NULL,29-Nov-16,29-Nov-16,Complete,3 - Due less than 30 days,N,Required,RE-Replace
3300414,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,PM FINDS - CHANGE DIRECTION RIGHT CYLINDER LEAK BY N2,37470,07-Jun-16,07-Jun-16,07-Jun-16,06-07-16 15:13,2,1,07-Jun-16,07-Jun-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3301644,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,"PM FINDS - REPLACE SEAT BELT, PD IMPAIRMENT (BACKLOG ATTACHMENT) 357-3820 PART NO",30796,08-Jun-16,19-Jun-16,19-Jun-16,6/19/2016 4:00,20,10,19-Jun-16,19-Jun-16,Closed,3 - Due less than 30 days,Y,Required,SR-Service
3318004,PV1-1123-TRH0434-IMP,434,IMPLEMENTS SYSTEM HAULTRUCK CATERPILLAR 789D 434,TYRE LEVEL POS 1,26123,19-Jun-16,19-Jun-16,20-Jun-16,6/19/2016 21:47,5,6,20-Jun-16,19-Jun-16,Closed,0 - Immediate,N,Required,SR-Service
3319720,PV1-1123-TRH0434-ELS-STE,434,STEREO ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,PREVENTIVE MANTTO 1000hr,19913,20-Jun-16,21-Jul-16,21-Jul-16,7/21/2016 13:31,4,NULL,NULL,NULL,Cancelled,2 - Due less than 14 days,N,Required,SR-Service
3325497,PV1-1123-TRH0434-ELS-STE,434,STEREO ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,CORRECTED BY HYDRAULIC LEAK VALVE HOSE RAISE THE HOPPER AND COOLING SYSTEM HYDRAULIC,37470,22-Jun-16,21-Jul-16,21-Jul-16,7/21/2016 13:31,4,1,21-Jul-16,21-Jul-16,Closed,2 - Due less than 14 days,N,Required,SR-Service
3338802,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,INSTALLING THE RADIO M? SICA AND ACCESSORIES,17980,29-Jun-16,29-Jun-16,29-Jun-16,6/29/2016 5:52,8,12,29-Jun-16,29-Jun-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3339194,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,INSTALLING THE RADIO M? SICA AND ACCESSORIES,30796,29-Jun-16,04-Jul-16,04-Jul-16,07-04-16 10:00,0,3,04-Jul-16,04-Jul-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3341673,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,Change wheel pos. 5,28360,30-Jun-16,22-May-17,22-May-17,5/22/2017 14:32,1,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341695,PV1-1123-TRH0434-DTS-TRA,434,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,PREVENTIVE INSPECTION 250HRS,28360,30-Jun-16,03-Jan-17,03-Jan-17,01-03-17 8:30,5,5,03-Jan-17,03-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341696,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,Order of screws for the engine mounts change in PCR,28360,30-Jun-16,05-Jan-17,07-Jan-17,01-05-17 9:49,80,80,07-Jan-17,05-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341697,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,CHANGE OIL PUMP TRANSMISSION. PCR-34,28360,30-Jun-16,10-Jan-17,10-Jan-17,01-10-17 11:03,5,5,10-Jan-17,10-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341698,PV1-1123-TRH0434-FRM-SSPN-REL,434,SUSPENSION REAR LEFT FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE OF RADIATOR. PCR34,28360,30-Jun-16,28-Feb-17,28-Feb-17,2/28/2017 13:38,12,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341699,PV1-1123-TRH0434-DTS-BRK,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE PUMP PRE-LUBRICACION.PCR34,28360,30-Jun-16,10-Jan-17,10-Jan-17,01-10-17 10:57,4,4,10-Jan-17,10-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341700,PV1-1123-TRH0434-HYS-PPH,434,PUMP HYDRAULIC HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,REAR SUSPENSION CYLINDER CHANGE IZQUIERDO.PCR34,28360,30-Jun-16,10-Jan-17,10-Jan-17,01-10-17 11:35,5,5,10-Jan-17,10-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341701,PV1-1123-TRH0434-DTS-WHL-FRR,434,WHEEL GROUP FRONT RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE PUMP FRENO.PCR34,28360,30-Jun-16,27-Feb-17,27-Feb-17,2/27/2017 8:45,30,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341702,PV1-1123-TRH0434-FRM-SSPN-RER,434,SUSPENSION REAR RIGHT FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE OIL PUMP CONTROL FINALPCR34,28360,30-Jun-16,28-Feb-17,28-Feb-17,2/28/2017 13:39,12,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341703,PV1-1123-TRH0434-HYS-CSTEER-L,434,CYLINDER STEERING LEFT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE SET CENTER FRONT WHEEL AND BRAKES DERECHO.PCR34,28360,30-Jun-16,03-Apr-17,03-Apr-17,04-03-17 6:12,12,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341704,PV1-1123-TRH0434-HYS-CSTEER-R,434,CYLINDER STEERING RIGHT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGING CYLINDER REAR SUSPENSION DERECHO.PCR34,28360,30-Jun-16,03-Apr-17,03-Apr-17,04-03-17 6:12,12,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341705,PV1-1123-TRH0434-HYS-PPH,434,PUMP HYDRAULIC HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,CYLINDER CHANGE OF ADDRESS IZQUIERDO.PCR34,28360,30-Jun-16,02-Jan-17,02-Jan-17,01-02-17 9:32,8,NULL,NULL,NULL,Cancelled,5 - Shutdown,Y,Required,RE-Replace
3341706,PV1-1123-TRH0434-HYS-SS,434,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,CYLINDER CHANGE OF ADDRESS DERECHO.PCR34,28360,30-Jun-16,20-Mar-17,20-Mar-17,3/20/2017 16:10,5,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341707,PV1-1123-TRH0434-HYS-PPH,434,PUMP HYDRAULIC HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE PUMP DIRECCION.PCR34. Duplicated with WO. 6283923,28360,30-Jun-16,05-Jan-17,05-Jan-17,01-05-17 9:26,8,8,05-Jan-17,05-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341709,PV1-1123-TRH0434-HYS-CHOIST-R,434,CYLINDER HOIST RIGHT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE ACCUMULATORS DIRECCION.PCR34,28360,30-Jun-16,17-Apr-17,18-Apr-17,4/17/2017 16:11,28,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341710,PV1-1123-TRH0434-HYS-CHOIST-L,434,CYLINDER HOIST LEFT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,HYDRAULIC PUMP CHANGE LEVANTE.PCR34,28360,30-Jun-16,17-Apr-17,18-Apr-17,4/17/2017 16:11,27,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341711,PV1-1123-TRH0434-HYS-SS,434,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,LIFTING CYLINDER CHANGE DERECHO.PCR34,28360,30-Jun-16,28-Feb-17,28-Feb-17,2/28/2017 8:41,24,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341712,PV1-1123-TRH0434-DTS-TRA,434,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,LIFTING CYLINDER CHANGE IZQUIERDO.PCR34,28360,30-Jun-16,03-Jan-17,03-Jan-17,01-03-17 11:31,3,3,03-Jan-17,03-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341713,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,CHANGE OF RODS DIRECCION.PCR34,28360,30-Jun-16,05-Jan-17,05-Jan-17,01-05-17 10:09,8,16,05-Jan-17,05-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341715,PV1-1123-TRH0434-DTS-TRA,434,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE OIL COOLER TRANSMISION.PCR34,28360,30-Jun-16,28-Feb-17,28-Feb-17,2/28/2017 8:47,4,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341716,PV1-1123-TRH0434-DTS-TRA,434,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE MUFFLER.PCR34,28360,30-Jun-16,01-Feb-17,01-Feb-17,02-01-17 6:14,4,NULL,01-Feb-17,01-Feb-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341717,PV1-1123-TRH0434-DTS-BRK,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGING BRAKE ADJUSTER DELANTERO.PCR34,28360,30-Jun-16,31-Oct-16,31-Oct-16,10/31/2016 6:14,4,4,28-Sep-16,28-Sep-16,Complete,5 - Shutdown,Y,Required,RE-Replace
3341718,PV1-1123-TRH0434-DTS-BRK,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGING BRAKE ADJUSTER TRASERO.PCR34,28360,30-Jun-16,28-Feb-17,28-Feb-17,2/28/2017 6:14,4,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341719,PV1-1123-TRH0434-DTS-BP,434,BRAKE PARK DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE ROTOCHAMBER DELANTEROS.PCR34,28360,30-Jun-16,03-Jan-17,03-Jan-17,01-03-17 9:13,4,4,03-Jan-17,03-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341720,PV1-1123-TRH0434-DTS,434,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE ROTOCHAMBER TRASEROS.PCR34,28360,30-Jun-16,30-Nov-16,30-Nov-16,11/30/2016 6:14,6,NULL,NULL,NULL,Cancelled,5 - Shutdown,Y,Required,RE-Replace
3341721,PV1-1123-TRH0434-HYS-SS,434,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE BRAKE PUMP PARQUEO.PCR34,28360,30-Jun-16,28-Feb-17,28-Feb-17,2/28/2017 8:56,4,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341722,PV1-1123-TRH0434-DTS,434,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE OF CONTROL SHAFT BOMBAS.PCR34. (¢ is changed by corrective rauras da¤o in the crosshairs. WO # 622829 J.almanzar,28360,30-Jun-16,27-Feb-17,27-Feb-17,2/27/2017 10:00,2,NULL,08-Feb-17,08-Feb-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341723,PV1-1123-TRH0434-FRM-CAB,434,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGING VALVE ORBITROL (HMU) .PCR34,28360,30-Jun-16,17-Apr-17,17-Apr-17,4/17/2017 14:45,8,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341724,PV1-1123-TRH0434-HYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGE OF COMMAND CRUCETAS BOMBAS.PCR34,28360,30-Jun-16,28-Feb-17,28-Feb-17,2/28/2017 8:56,4,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341726,PV1-1123-TRH0434-HYS-SS,434,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,CAB AND CHANGE ROTULOS TOLVA.PCR34,28360,30-Jun-16,17-Apr-17,17-Apr-17,4/17/2017 16:14,2,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
3341727,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,VISOR TANK SEALS AND HYDRAULIC AND TRANSMISION.PCR34,28360,30-Jun-16,30-Nov-16,30-Nov-16,11/30/2016 6:15,12,NULL,NULL,NULL,Cancelled,5 - Shutdown,Y,Required,RE-Replace
3341728,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,REPLACING SEALS AND VISOR TANK DIRECCION.PCR34,28360,30-Jun-16,05-Jan-17,05-Jan-17,01-05-17 10:07,1,1,05-Jan-17,05-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3341729,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,CHANGE FUEL TANK (REPAIRED) .PCR34 (Canceled because the tank was changed correctively Unscheduled WO # 6281603 J. Almanzar.,28360,30-Jun-16,05-Jan-17,05-Jan-17,01-05-17 10:11,3,3,05-Jan-17,05-Jan-17,Complete,5 - Shutdown,Y,Required,RE-Replace
3343210,PV1-1123-TRH0434-ENG-ALT,434,ALTERNATOR  ENGINE HAULTRUCK CATERPILLAR 789D 434,ENGINE AND REMOVE INSTALAR.PCR34,37470,30-Jun-16,30-Jun-16,01-Jul-16,6/30/2016 22:46,4,4,30-Jun-16,30-Jun-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3348434,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,CHANGE OIL COOLER MOTOR.PCR34,28360,06-Jul-16,12-Jul-16,12-Jul-16,07-12-16 7:20,1,2,12-Jul-16,12-Jul-16,Closed,5 - Shutdown,Y,Required,RE-Replace
3348563,PV1-1123-TRH0434-HYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,REPLACING BELT ALTERNATOR,27046,06-Jul-16,11-Sep-16,11-Sep-16,09-11-16 15:28,4,1,11-Sep-16,11-Sep-16,Complete,2 - Due less than 14 days,Y,Required,PDM-Predictive
3348830,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,Local media request for an engine change by late 789D,30796,06-Jul-16,15-Jul-16,15-Jul-16,7/15/2016 14:00,0,2,15-Jul-16,15-Jul-16,Closed,3 - Due less than 30 days,N,Required,SR-Service
3348968,PV1-1123-TRH0434-DTS-DIF,434,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,CHANGING THE COOLING HOSE ROTOCHAMBER rear brake.,27046,06-Jul-16,06-Jul-16,06-Jul-16,07-06-16 12:04,1,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,N,Required,PDM-Predictive
3349096,PV1-1123-TRH0434-HYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,PREVENTIVE MAINTENANCE 500 HRS CATERPILLAR 789D,27046,06-Jul-16,06-Jul-16,06-Jul-16,07-06-16 13:48,4,NULL,06-Jul-16,06-Jul-16,Complete,2 - Due less than 14 days,N,Required,PDM-Predictive
3349358,PV1-1123-TRH0434-HYS-SS,434,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,O-RING REPLACEMENT DIFFERENTIAL DISPLAY. * DUPLICATE WITH WO 3381610 *,26123,06-Jul-16,06-Jul-16,06-Jul-16,07-06-16 22:23,1,1,06-Jul-16,06-Jul-16,Closed,0 - Immediate,N,Required,SR-Service
3353204,PV1-1123-TRH0434-DTS-BRK,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,Changing the cooling hose from the hoist control until the top tuber¡a the oil cooler of the rear brakes.,19341,10-Jul-16,10-Jul-16,11-Jul-16,07-10-16 22:51,4,8,11-Jul-16,10-Jul-16,Closed,0 - Immediate,N,Required,RP-Repair
3354012,PV1-1123-TRH0434-ELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,GREASE HOSE VARRA STEERING THE LOOSE,37261,11-Jul-16,11-Jul-16,11-Jul-16,07-11-16 14:00,0,NULL,11-Jul-16,11-Jul-16,Closed,3 - Due less than 30 days,N,Required,RP-Repair
3355099,PV1-1123-TRH0434-ACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,CORRECTING BRAKE CAREER HIGH,26123,12-Jul-16,12-Jul-16,12-Jul-16,07-12-16 7:14,2,2,12-Jul-16,12-Jul-16,Closed,0 - Immediate,N,Required,RE-Replace
3355122,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,REVIEW IN ETCONFIGURACION LIMIT WHEN TEAM UP IN MAXIMUM OVERLOAD must be configured to not exceeding 2ND SET SETTING UP AND IF NECESSARY,26123,12-Jul-16,12-Jul-16,12-Jul-16,07-12-16 7:28,2,4,12-Jul-16,12-Jul-16,Closed,0 - Immediate,N,Required,SR-Service
3365796,PV1-1123-TRH0434-ACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,SYSTEM FAILURE A / C (CHANGE SENSOR HIGH AND LOW),25827,19-Jul-16,19-Jul-16,19-Jul-16,7/19/2016 14:54,2,2,19-Jul-16,19-Jul-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3367460,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,CHANGING THE ENGINE OIL FILTER BY EVENT ENTAPONAMIENTO,30796,20-Jul-16,31-Jul-16,31-Jul-16,7/31/2016 10:00,1,2,31-Jul-16,31-Jul-16,Complete,3 - Due less than 30 days,Y,Required,IN-Inspection
3367653,PV1-1123-TRH0434-ACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,Correct System Failure A / C.,25827,20-Jul-16,20-Jul-16,20-Jul-16,7/20/2016 15:35,2,10,20-Jul-16,20-Jul-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3367808,PV1-1123-TRH0434-DTS-BP,434,BRAKE PARK DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789D,26123,20-Jul-16,20-Jul-16,21-Jul-16,7/20/2016 23:26,5,5,21-Jul-16,20-Jul-16,Closed,0 - Immediate,N,Required,SR-Service
3370201,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,Failure Coregir the A / C compressor Occasionally it out,26123,21-Jul-16,21-Jul-16,21-Jul-16,7/21/2016 2:56,2,12,21-Jul-16,21-Jul-16,Closed,0 - Immediate,N,Required,SR-Service
3371164,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,CHANGING HOSE BRAKES COOLING OF LEFT FOR OIL LEAK.,26123,21-Jul-16,21-Jul-16,21-Jul-16,7/21/2016 22:53,2,6,21-Jul-16,21-Jul-16,Closed,0 - Immediate,N,Required,RE-Replace
3371905,PV1-1123-TRH0434-HYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,"EXTRANO NOISE IN HEAT ENGINE PART, THE SAME LOW PRESSURE, MORE LIGHT FRONT QUEMADA",26123,22-Jul-16,22-Jul-16,22-Jul-16,7/22/2016 17:35,5,12,22-Jul-16,22-Jul-16,Closed,0 - Immediate,N,Required,RE-Replace
3373679,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,REPLACING BELT FAN MOTOR THERMAL TERM LIFE.,26109,25-Jul-16,25-Jul-16,25-Jul-16,7/25/2016 12:14,2,12,25-Jul-16,25-Jul-16,Complete,1 - Due less than 7 days,N,Required,RP-Repair
3373708,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,OIL CHANGE HYDRAULIC SYSTEMS AND FILTER FOR CONTAMINATION,40794,25-Jul-16,25-Jul-16,25-Jul-16,7/25/2016 13:00,2,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,N,Required,RE-Replace
3373835,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,CHANGE POSITION SENSOR TRANSMISSION,40794,25-Jul-16,10-Apr-17,10-Apr-17,04-10-17 10:14,2,NULL,09-Feb-17,09-Feb-17,Complete,3 - Due less than 30 days,N,Required,RE-Replace
3377439,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,CHANGES BELT FAN MOTOR DRAY Farta D CANCELLED BY INFORMATION,-1,27-Jul-16,30-Jul-16,30-Jul-16,7/30/2016 2:30,NULL,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,NULL,Not Required,RP-Repair
3380044,PV1-1123-TRH0434-HYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,(CHECKERS) REPLACE INSTRUMENT PANEL BOARD AND SEAL DOOR (PD PARTS ,25827,28-Jul-16,28-Jul-16,28-Jul-16,7/28/2016 18:08,6,20,28-Jul-16,28-Jul-16,Complete,0 - Immediate,N,Required,SR-Service
3381576,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,) ORDER VALIDATED KH,38045,31-Jul-16,31-Jul-16,31-Jul-16,7/31/2016 12:46,1,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,N,Not Required,PDM-Predictive
3381610,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,ROUTE-INSP-PREVENTIVE MAINTENANCE 250 HRS CAT 789 CYD,38045,31-Jul-16,13-Aug-16,13-Aug-16,8/13/2016 10:23,1,2,13-Aug-16,13-Aug-16,Complete,3 - Due less than 30 days,N,Required,PDM-Predictive
3381686,PV1-1123-TRH0434-ELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,Cleaning hydraulic system,26109,31-Jul-16,31-Jul-16,31-Jul-16,7/31/2016 18:23,2,2,31-Jul-16,31-Jul-16,Complete,1 - Due less than 7 days,N,Required,RE-Replace
